CustomerID,InvoiceDate,Recency,Frequency,Monetary,R,F,M,RFM_Score,Segment
15206.0,2011-11-29 13:41:00,9,9,420.29999999999995,5,1,2,512,Others
15208.0,2011-12-08 17:24:00,0,43,867.62,5,3,3,533,Potential Loyalist
15210.0,2011-04-28 16:11:00,224,20,331.18,1,2,2,122,At Risk
15211.0,2011-10-10 13:31:00,59,52,894.4100000000001,3,3,3,333,Others
15212.0,2011-04-14 13:12:00,238,7,88.94999999999999,1,1,1,111,At Risk
15213.0,2011-01-25 12:25:00,318,25,325.05,1,2,2,122,At Risk
15214.0,2011-12-08 12:07:00,1,110,1661.44,5,4,4,544,Others
15215.0,2011-10-26 12:28:00,44,43,615.99,3,3,3,333,Others
15216.0,2011-09-13 11:41:00,87,2,96.6,2,1,1,211,Others
15218.0,2011-11-29 11:48:00,10,166,5756.89,5,5,5,555,Champion
15219.0,2011-06-16 16:57:00,175,9,305.75,2,1,2,212,Others
15220.0,2011-10-19 12:39:00,51,119,1758.92,3,4,4,344,Others
15221.0,2010-12-08 13:08:00,365,11,114.1,1,1,1,111,At Risk
15222.0,2011-01-25 08:03:00,318,5,585.0,1,1,3,113,At Risk
15223.0,2011-04-28 11:31:00,225,32,454.90000000000003,1,3,2,132,At Risk
15224.0,2010-12-16 15:02:00,357,16,310.48,1,2,2,122,At Risk
15225.0,2011-04-19 14:51:00,233,23,409.40000000000003,1,2,2,122,At Risk
15226.0,2011-02-02 11:41:00,310,8,154.41,1,1,1,111,At Risk
15227.0,2011-11-03 11:59:00,36,58,1219.4,3,3,4,334,Others
15228.0,2011-10-04 13:56:00,65,126,3376.96,3,5,5,355,Loyal
15230.0,2011-04-14 14:39:00,238,23,429.6,1,2,2,122,At Risk
15232.0,2011-08-18 16:27:00,112,31,612.06,2,3,3,233,Others
15234.0,2011-03-08 08:53:00,276,14,197.0,1,2,1,121,At Risk
15235.0,2011-05-06 09:44:00,217,143,2247.51,1,5,5,155,Loyal
15236.0,2011-02-14 10:52:00,298,15,321.05,1,2,2,122,At Risk
15237.0,2011-12-08 09:46:00,1,99,1412.32,5,4,4,544,Others
15238.0,2011-11-10 14:28:00,28,52,1056.54,4,3,4,434,Potential Loyalist
15239.0,2011-11-29 14:14:00,9,52,764.34,5,3,3,533,Potential Loyalist
15240.0,2011-10-26 09:50:00,44,83,1685.57,3,4,4,344,Others
15241.0,2011-10-04 09:05:00,66,111,1738.59,3,4,4,344,Others
15243.0,2011-09-26 14:12:00,73,22,316.68,2,2,2,222,Others
15244.0,2011-10-05 13:19:00,64,34,631.57,3,3,3,333,Others
15245.0,2011-07-28 18:56:00,133,89,2515.84,2,4,5,245,Big Spenders
15246.0,2011-04-15 14:45:00,237,33,514.15,1,3,3,133,At Risk
15247.0,2011-08-09 12:52:00,121,6,356.0,2,1,2,212,Others
15249.0,2011-11-08 11:45:00,31,358,6657.36,4,5,5,455,Loyal
15251.0,2011-11-30 15:02:00,8,121,10327.11,5,4,5,545,Big Spenders
15252.0,2011-11-03 13:30:00,35,44,740.78,3,3,3,333,Others
15253.0,2011-11-23 16:22:00,15,55,915.3,4,3,4,434,Potential Loyalist
15254.0,2011-08-04 15:04:00,126,18,300.36,2,2,2,222,Others
15255.0,2011-10-04 12:43:00,66,47,890.85,3,3,3,333,Others
15256.0,2011-07-14 11:47:00,148,6,98.45,2,1,1,211,Others
15257.0,2011-03-03 13:57:00,280,8,232.14999999999998,1,1,1,111,At Risk
15258.0,2011-06-24 12:30:00,168,34,623.16,2,3,3,233,Others
15260.0,2011-08-31 13:55:00,99,78,1780.77,2,4,4,244,Others
15261.0,2011-07-27 15:20:00,134,19,254.82,2,2,2,222,Others
15262.0,2011-01-20 12:16:00,323,10,178.95000000000002,1,1,1,111,At Risk
15263.0,2011-08-25 10:26:00,106,12,156.51,2,1,1,211,Others
15264.0,2011-10-06 13:49:00,63,23,393.74,3,2,2,322,Others
15265.0,2011-07-11 14:46:00,150,82,1506.1200000000001,2,4,4,244,Others
15266.0,2011-01-05 13:40:00,337,6,119.3,1,1,1,111,At Risk
15267.0,2011-11-17 15:59:00,21,11,1717.36,4,1,4,414,Others
15269.0,2011-11-16 09:32:00,23,2,408.8,4,1,2,412,Others
15270.0,2011-11-24 09:24:00,15,48,2298.2,4,3,5,435,Big Spenders
15271.0,2011-12-02 14:11:00,6,275,2485.82,5,5,5,555,Champion
15272.0,2011-10-13 12:59:00,56,63,721.94,3,4,3,343,Others
15274.0,2011-12-05 16:57:00,3,47,716.57,5,3,3,533,Potential Loyalist
15275.0,2011-11-08 17:54:00,30,42,609.19,4,3,3,433,Potential Loyalist
15276.0,2011-10-04 16:39:00,65,52,135.31,3,3,1,331,Others
15277.0,2011-10-24 10:08:00,46,12,255.89999999999998,3,1,2,312,Others
15279.0,2010-12-20 10:48:00,354,21,277.40999999999997,1,2,2,122,At Risk
15280.0,2011-06-20 17:14:00,171,16,113.12,2,2,1,221,Others
15281.0,2011-10-12 09:10:00,58,150,2239.9500000000003,3,5,5,355,Loyal
15286.0,2011-10-21 11:08:00,49,3,240.55,3,1,2,312,Others
15287.0,2011-11-17 15:34:00,21,21,485.24,4,2,3,423,Potential Loyalist
15288.0,2011-10-27 16:58:00,42,88,2306.52,3,4,5,345,Big Spenders
15289.0,2011-11-10 13:49:00,28,59,935.1,4,4,4,444,Others
15290.0,2011-12-05 11:39:00,4,212,7803.7699999999995,5,5,5,555,Champion
15291.0,2011-11-14 11:02:00,25,109,4596.51,4,4,5,445,Big Spenders
15292.0,2011-05-22 15:00:00,200,25,180.94,1,2,1,121,At Risk
15296.0,2011-10-26 16:33:00,43,200,3610.31,3,5,5,355,Loyal
15297.0,2011-11-29 16:32:00,9,41,635.04,5,3,3,533,Potential Loyalist
15298.0,2011-12-07 17:17:00,1,194,3774.1,5,5,5,555,Champion
15299.0,2011-10-03 14:19:00,66,12,3787.09,3,1,5,315,Big Spenders
15300.0,2011-10-06 17:08:00,63,28,496.44,3,2,3,323,Others
15301.0,2011-10-20 09:57:00,50,247,5028.12,3,5,5,355,Loyal
15303.0,2011-02-22 13:59:00,289,31,574.02,1,3,3,133,At Risk
15304.0,2011-10-10 10:23:00,60,26,680.3,3,2,3,323,Others
15306.0,2011-10-06 12:56:00,63,58,1174.35,3,3,4,334,Others
15307.0,2011-09-05 11:38:00,95,12,205.3,2,1,1,211,Others
15308.0,2011-03-14 12:24:00,270,21,302.27,1,2,2,122,At Risk
15311.0,2011-12-09 12:00:00,0,2491,59419.340000000004,5,5,5,555,Champion
15312.0,2011-09-25 13:10:00,74,48,921.1,2,3,4,234,Others
15313.0,2011-08-21 16:02:00,109,1,52.0,2,1,1,211,Others
15314.0,2011-05-24 14:39:00,198,24,327.97,1,2,2,122,At Risk
15315.0,2011-10-06 12:51:00,63,38,551.54,3,3,3,333,Others
15316.0,2011-01-17 11:34:00,326,1,165.0,1,1,1,111,At Risk
15318.0,2011-12-06 11:30:00,3,33,312.62,5,3,2,532,Potential Loyalist
15319.0,2011-03-01 12:48:00,283,16,204.5,1,2,1,121,At Risk
15320.0,2011-10-26 13:27:00,43,36,267.13,3,3,2,332,Others
15321.0,2011-10-21 13:58:00,48,106,2650.73,3,4,5,345,Big Spenders
15322.0,2011-10-06 20:38:00,63,49,602.97,3,3,3,333,Others
15325.0,2011-08-28 11:55:00,103,49,162.29,2,3,1,231,Others
15326.0,2011-01-10 11:38:00,333,29,311.71,1,2,2,122,At Risk
15327.0,2011-10-18 11:55:00,52,10,208.75,3,1,1,311,Others
15329.0,2011-11-04 12:56:00,34,62,1005.5,3,4,4,344,Others
15330.0,2011-11-07 17:50:00,31,13,714.96,4,1,3,413,Others
15332.0,2010-12-08 14:43:00,365,35,1661.06,1,3,4,134,At Risk
15333.0,2011-05-15 13:27:00,207,16,1028.56,1,2,4,124,At Risk
15334.0,2011-07-06 11:22:00,156,99,351.67,2,4,2,242,Others
15335.0,2011-10-17 12:50:00,53,36,173.97,3,3,1,331,Others
15339.0,2011-10-04 12:51:00,65,88,557.57,3,4,3,343,Others
15341.0,2011-09-20 09:40:00,80,17,2020.52,2,2,5,225,Big Spenders
15342.0,2011-08-15 16:20:00,115,26,391.76,2,2,2,222,Others
15343.0,2011-09-13 13:55:00,86,21,364.5,2,2,2,222,Others
15344.0,2011-12-09 10:45:00,0,32,476.58,5,3,3,533,Potential Loyalist
15345.0,2011-11-04 13:24:00,34,23,367.69,3,2,2,322,Others
15346.0,2011-01-11 11:18:00,332,17,252.42000000000002,1,2,2,122,At Risk
15347.0,2010-12-08 15:25:00,365,5,201.60000000000002,1,1,1,111,At Risk
15348.0,2011-09-28 13:17:00,71,9,158.04,2,1,1,211,Others
15349.0,2011-07-04 16:06:00,157,72,473.81,2,4,3,243,Others
15350.0,2010-12-01 13:33:00,372,5,115.65,1,1,1,111,At Risk
15351.0,2011-11-27 12:52:00,11,233,1862.14,4,5,4,454,Loyal
15353.0,2011-03-30 12:15:00,254,63,777.02,1,4,3,143,At Risk
15355.0,2011-11-10 13:44:00,28,14,277.05,4,2,2,422,Potential Loyalist
15356.0,2011-11-08 13:11:00,30,519,2766.5,4,5,5,455,Loyal
15358.0,2011-12-05 09:04:00,4,561,8234.8,5,5,5,555,Champion
15360.0,2011-10-31 09:35:00,39,13,427.93,3,1,2,312,Others
15361.0,2010-12-13 09:52:00,361,7,418.92,1,1,2,112,At Risk
15363.0,2011-04-12 15:48:00,240,17,318.05,1,2,2,122,At Risk
15364.0,2011-09-05 09:46:00,95,29,913.19,2,2,4,224,Others
15365.0,2011-11-14 08:29:00,25,151,1330.45,4,5,4,454,Loyal
15366.0,2011-09-25 15:01:00,74,44,602.51,2,3,3,233,Others
15367.0,2011-10-13 14:13:00,56,96,1867.69,3,4,4,344,Others
15368.0,2011-11-18 14:42:00,20,4,446.94000000000005,4,1,2,412,Others
15369.0,2011-07-18 15:11:00,143,1,-1592.49,2,1,1,211,Others
15370.0,2011-10-30 10:58:00,40,95,2360.55,3,4,5,345,Big Spenders
15372.0,2011-07-25 16:39:00,136,27,2007.3999999999999,2,2,5,225,Big Spenders
15373.0,2011-12-01 15:05:00,7,137,2213.11,5,5,5,555,Champion
15374.0,2011-08-03 09:59:00,128,3,168.0,2,1,1,211,Others
15376.0,2011-10-30 15:04:00,39,117,1233.3600000000001,3,4,4,344,Others
15379.0,2011-06-23 13:13:00,168,196,3631.8900000000003,2,5,5,255,Loyal
15380.0,2011-12-01 12:13:00,8,37,1682.3600000000001,5,3,4,534,Potential Loyalist
15381.0,2011-05-10 11:55:00,213,8,596.85,1,1,3,113,At Risk
15382.0,2011-11-25 10:58:00,14,306,5927.86,4,5,5,455,Loyal
15384.0,2011-06-23 10:57:00,169,43,635.76,2,3,3,233,Others
15385.0,2011-10-30 15:11:00,39,12,316.88,3,1,2,312,Others
15386.0,2011-06-06 13:47:00,185,31,394.14,1,3,2,132,At Risk
15388.0,2011-03-14 13:53:00,269,10,140.54,1,1,1,111,At Risk
15389.0,2011-06-20 16:18:00,171,1,500.0,2,1,3,213,Others
15392.0,2011-12-05 11:01:00,4,85,1515.73,5,4,4,544,Others
15393.0,2011-11-23 16:48:00,15,12,231.86,4,1,1,411,Others
15394.0,2011-11-30 11:49:00,9,85,2183.54,5,4,5,545,Big Spenders
15395.0,2011-01-18 12:40:00,325,7,107.45,1,1,1,111,At Risk
15396.0,2011-08-19 10:56:00,112,14,288.18,2,2,2,222,Others
15397.0,2011-02-23 09:25:00,289,6,94.0,1,1,1,111,At Risk
15398.0,2011-11-23 16:47:00,15,74,1339.63,4,4,4,444,Others
15399.0,2011-12-08 13:04:00,0,50,815.77,5,3,3,533,Potential Loyalist
15400.0,2011-09-08 13:57:00,91,13,666.7,2,1,3,213,Others
15402.0,2011-07-14 12:17:00,148,42,626.77,2,3,3,233,Others
15405.0,2011-06-03 14:44:00,188,8,349.1,1,1,2,112,At Risk
15406.0,2011-11-21 16:14:00,17,58,426.61,4,3,2,432,Potential Loyalist
15407.0,2011-11-06 11:55:00,33,153,1056.44,3,5,4,354,Loyal
15408.0,2011-03-20 15:02:00,263,34,267.18,1,3,2,132,At Risk
15410.0,2011-09-16 14:47:00,83,122,3450.84,2,4,5,245,Big Spenders
15411.0,2011-11-13 15:19:00,25,100,1346.38,4,4,4,444,Others
15412.0,2011-06-21 15:24:00,170,10,190.53,2,1,1,211,Others
15414.0,2011-11-30 09:50:00,9,39,774.9000000000001,5,3,3,533,Potential Loyalist
15415.0,2011-01-30 14:13:00,312,48,572.8100000000001,1,3,3,133,At Risk
15416.0,2011-10-06 09:38:00,64,193,3974.37,3,5,5,355,Loyal
15417.0,2011-09-15 15:26:00,84,28,508.8,2,2,3,223,Others
15419.0,2011-11-15 09:23:00,24,8,135.86,4,1,1,411,Others
15421.0,2011-10-12 09:20:00,58,53,950.36,3,3,4,334,Others
15422.0,2011-01-20 16:17:00,322,6,97.7,1,1,1,111,At Risk
15423.0,2011-11-01 14:01:00,37,2,43.5,3,1,1,311,Others
15424.0,2011-03-30 13:02:00,253,17,383.34,1,2,2,122,At Risk
15426.0,2011-11-20 15:36:00,18,300,1429.9,4,5,4,454,Loyal
15427.0,2011-11-06 14:29:00,32,306,1483.14,3,5,4,354,Loyal
15428.0,2011-11-24 16:54:00,14,6,93.78,4,1,1,411,Others
15429.0,2011-11-13 12:28:00,26,83,364.90000000000003,4,4,2,442,Others
15432.0,2011-11-16 16:30:00,22,10,171.19,4,1,1,411,Others
15433.0,2011-09-21 16:24:00,78,53,417.87,2,3,2,232,Others
15434.0,2011-12-01 13:33:00,7,59,997.48,5,4,4,544,Others
15435.0,2011-11-17 16:39:00,21,29,149.29,4,2,1,421,Potential Loyalist
15436.0,2011-11-27 16:05:00,11,329,1122.53,4,5,4,454,Loyal
15437.0,2011-03-22 13:11:00,261,45,200.16,1,3,1,131,At Risk
15438.0,2011-07-31 14:19:00,130,25,156.57999999999998,2,2,1,221,Others
15440.0,2011-10-16 12:16:00,54,62,383.68,3,4,2,342,Others
15442.0,2011-04-05 12:24:00,248,2,594.0,1,1,3,113,At Risk
15443.0,2011-12-08 10:40:00,1,385,3212.16,5,5,5,555,Champion
15444.0,2011-11-30 17:37:00,8,219,1418.26,5,5,4,554,Loyal
15445.0,2011-03-20 15:06:00,263,5,113.5,1,1,1,111,At Risk
15447.0,2011-01-13 11:26:00,330,9,155.17,1,1,1,111,At Risk
15448.0,2011-01-31 10:42:00,312,28,494.64,1,2,3,123,At Risk
15449.0,2011-11-13 15:02:00,25,62,971.22,4,4,4,444,Others
15450.0,2011-11-09 17:11:00,29,30,429.84,4,3,2,432,Potential Loyalist
15452.0,2011-11-10 12:13:00,29,58,538.73,4,3,3,433,Potential Loyalist
15453.0,2011-12-08 10:59:00,1,286,1388.37,5,5,4,554,Loyal
15454.0,2010-12-12 14:21:00,361,25,179.1,1,2,1,121,At Risk
15456.0,2011-03-01 13:51:00,282,60,447.22,1,4,2,142,At Risk
15457.0,2011-03-22 15:31:00,261,58,237.07,1,3,2,132,At Risk
15458.0,2011-11-14 13:08:00,24,7,161.64,4,1,1,411,Others
15460.0,2010-12-20 16:08:00,353,58,216.76,1,3,1,131,At Risk
15462.0,2011-09-06 13:11:00,93,11,234.6,2,1,2,212,Others
15463.0,2011-11-10 12:57:00,28,7,126.14,4,1,1,411,Others
15464.0,2011-01-05 15:56:00,337,157,1048.85,1,5,4,154,Loyal
15465.0,2011-11-20 10:11:00,19,104,6945.0199999999995,4,4,5,445,Big Spenders
15466.0,2011-09-15 14:08:00,84,57,334.53,2,3,2,232,Others
15467.0,2011-11-30 14:17:00,8,53,511.88,5,3,3,533,Potential Loyalist
15468.0,2011-11-04 13:11:00,34,29,438.46,3,2,2,322,Others
15469.0,2011-10-27 19:16:00,42,27,504.5,3,2,3,323,Others
15471.0,2011-12-07 14:12:00,1,77,469.48,5,4,3,543,Others
15472.0,2011-08-18 15:17:00,112,76,371.56,2,4,2,242,Others
15473.0,2011-11-25 15:15:00,13,14,1465.2,4,2,4,424,Potential Loyalist
15475.0,2011-09-23 15:20:00,76,29,454.10999999999996,2,2,2,222,Others
15478.0,2011-10-30 14:19:00,39,46,1441.42,3,3,4,334,Others
15480.0,2011-08-15 14:32:00,115,45,905.5,2,3,3,233,Others
15482.0,2011-11-24 10:46:00,15,127,6568.72,4,5,5,455,Loyal
15483.0,2011-07-01 13:07:00,160,88,233.81,2,4,1,241,Others
15484.0,2011-12-08 15:03:00,0,189,3563.11,5,5,5,555,Champion
15485.0,2011-11-09 14:31:00,29,86,2575.0,4,4,5,445,Big Spenders
15488.0,2011-09-08 10:11:00,92,2,91.32000000000001,2,1,1,211,Others
15489.0,2011-11-17 08:53:00,22,55,1090.03,4,3,4,434,Potential Loyalist
15491.0,2011-09-05 15:56:00,94,155,3090.85,2,5,5,255,Loyal
15492.0,2011-11-11 14:53:00,27,35,659.4599999999999,4,3,3,433,Potential Loyalist
15493.0,2011-11-07 12:04:00,32,299,1967.25,3,5,4,354,Loyal
15494.0,2011-11-18 14:51:00,20,125,1299.23,4,5,4,454,Loyal
15497.0,2011-11-22 11:51:00,17,16,1259.7,4,2,4,424,Potential Loyalist
15498.0,2011-12-09 10:28:00,0,523,12396.46,5,5,5,555,Champion
15500.0,2011-12-01 13:47:00,7,68,1131.56,5,4,4,544,Others
15502.0,2011-11-24 12:48:00,15,252,5541.46,4,5,5,455,Loyal
15503.0,2010-12-12 10:57:00,362,70,147.09,1,4,1,141,At Risk
15504.0,2011-09-19 13:45:00,80,13,52.83,2,1,1,211,Others
15505.0,2011-10-18 07:56:00,52,99,3497.14,3,4,5,345,Big Spenders
15506.0,2011-11-17 12:11:00,22,164,979.26,4,5,4,454,Loyal
15507.0,2011-06-21 11:19:00,171,46,492.36,2,3,3,233,Others
15508.0,2011-06-03 15:43:00,188,92,1000.27,1,4,4,144,At Risk
15510.0,2011-01-13 12:10:00,330,1,250.0,1,1,2,112,At Risk
15511.0,2011-11-28 09:43:00,11,160,909.23,4,5,4,454,Loyal
15512.0,2011-07-07 10:20:00,155,7,121.0,2,1,1,211,Others
15513.0,2011-11-08 16:21:00,30,314,14520.08,4,5,5,455,Loyal
15514.0,2011-11-27 14:40:00,11,218,2963.19,4,5,5,455,Loyal
15516.0,2011-10-26 10:51:00,44,15,62.43,3,2,1,321,Others
15517.0,2011-04-20 14:02:00,232,27,267.03,1,2,2,122,At Risk
15518.0,2011-10-06 13:05:00,63,220,1911.89,3,5,4,354,Loyal
15520.0,2011-12-08 10:58:00,1,18,343.5,5,2,2,522,Potential Loyalist
15521.0,2011-11-03 13:52:00,35,200,2574.65,3,5,5,355,Loyal
15522.0,2011-11-07 11:26:00,32,57,398.84,3,3,2,332,Others
15523.0,2011-09-16 16:29:00,83,10,412.01000000000005,2,1,2,212,Others
15524.0,2011-11-15 12:09:00,24,1,440.0,4,1,2,412,Others
15525.0,2011-12-07 15:39:00,1,180,811.02,5,5,3,553,Loyal
15526.0,2011-11-06 15:04:00,32,4,148.44,3,1,1,311,Others
15527.0,2011-11-21 12:17:00,18,166,2348.82,4,5,5,455,Loyal
15528.0,2011-03-30 16:14:00,253,26,229.33,1,2,1,121,At Risk
15529.0,2011-11-17 11:29:00,22,674,3967.78,4,5,5,455,Loyal
15530.0,2011-11-18 12:25:00,21,108,1502.35,4,4,4,444,Others
15531.0,2011-12-01 18:43:00,7,228,2007.44,5,5,5,555,Champion
15532.0,2011-11-14 14:51:00,24,263,1517.08,4,5,4,454,Loyal
15533.0,2011-11-20 15:35:00,18,86,746.92,4,4,3,443,Others
15535.0,2011-06-19 16:02:00,172,78,459.9,2,4,2,242,Others
15537.0,2011-06-29 13:10:00,162,24,110.92,2,2,1,221,Others
15539.0,2011-12-02 13:36:00,6,41,538.46,5,3,3,533,Potential Loyalist
15540.0,2011-11-28 13:51:00,10,15,213.3,5,2,1,521,Potential Loyalist
15541.0,2011-08-17 14:58:00,113,29,85.13000000000001,2,2,1,221,Others
15543.0,2011-02-24 15:26:00,287,28,127.86,1,2,1,121,At Risk
15544.0,2011-12-01 09:16:00,8,261,3542.51,5,5,5,555,Champion
15545.0,2011-10-16 13:24:00,53,81,292.71999999999997,3,4,2,342,Others
15547.0,2011-12-02 12:52:00,6,702,4954.84,5,5,5,555,Champion
15549.0,2011-09-23 16:22:00,76,116,1655.76,2,4,4,244,Others
15550.0,2011-12-05 15:38:00,3,61,575.63,5,4,3,543,Others
15551.0,2011-11-03 12:37:00,36,29,436.06,3,2,2,322,Others
15552.0,2011-05-06 14:47:00,216,17,90.12,1,2,1,121,At Risk
15553.0,2011-10-10 14:02:00,59,56,437.23,3,3,2,332,Others
15554.0,2011-03-07 09:00:00,277,14,217.2,1,2,1,121,At Risk
15555.0,2011-11-27 16:19:00,11,925,4758.2,4,5,5,455,Loyal
15556.0,2011-11-15 16:08:00,23,31,279.77,4,3,2,432,Potential Loyalist
15557.0,2011-11-11 12:46:00,28,20,473.65000000000003,4,2,3,423,Potential Loyalist
15561.0,2011-11-28 11:07:00,11,31,722.74,4,3,3,433,Potential Loyalist
15562.0,2010-12-23 09:55:00,351,1,134.55,1,1,1,111,At Risk
15563.0,2011-12-01 09:36:00,8,117,1319.69,5,4,4,544,Others
15565.0,2011-10-20 14:33:00,49,8,173.16,3,1,1,311,Others
15567.0,2011-11-21 10:48:00,18,7,186.01,4,1,1,411,Others
15568.0,2011-12-07 11:27:00,2,53,758.29,5,3,3,533,Potential Loyalist
15569.0,2011-08-28 10:15:00,103,31,1375.71,2,3,4,234,Others
15570.0,2011-12-02 14:47:00,6,330,4109.97,5,5,5,555,Champion
15571.0,2011-11-28 10:02:00,11,57,650.4300000000001,4,3,3,433,Potential Loyalist
15572.0,2011-12-05 10:09:00,4,215,2552.86,5,5,5,555,Champion
15573.0,2011-11-08 11:38:00,31,104,607.45,4,4,3,443,Others
15574.0,2011-06-15 12:01:00,177,168,702.25,2,5,3,253,Loyal
15576.0,2011-11-02 12:03:00,37,45,940.6700000000001,3,3,4,334,Others
15577.0,2011-07-11 17:03:00,150,39,258.88,2,3,2,232,Others
15578.0,2011-06-30 13:03:00,161,13,127.1,2,1,1,211,Others
15579.0,2011-10-02 12:45:00,68,51,348.6,3,3,2,332,Others
15581.0,2011-08-11 09:38:00,120,151,3429.9700000000003,2,5,5,255,Loyal
15582.0,2011-11-15 09:55:00,24,44,682.9100000000001,4,3,3,433,Potential Loyalist
15584.0,2011-11-16 10:55:00,23,125,722.61,4,5,3,453,Loyal
15585.0,2011-06-16 08:38:00,176,31,455.3,2,3,2,232,Others
15587.0,2011-10-20 13:37:00,49,9,913.6800000000001,3,1,4,314,Others
15589.0,2011-04-01 11:22:00,252,30,456.58,1,3,2,132,At Risk
15590.0,2011-02-23 16:36:00,288,1,-30.19,1,1,1,111,At Risk
15592.0,2011-10-24 08:59:00,46,24,388.58,3,2,2,322,Others
15593.0,2011-09-30 11:46:00,70,5,199.8,3,1,1,311,Others
15594.0,2011-11-24 08:53:00,15,104,1767.53,4,4,4,444,Others
15596.0,2011-08-31 10:55:00,100,84,1343.34,2,4,4,244,Others
15597.0,2011-11-10 11:46:00,29,23,315.71999999999997,4,2,2,422,Potential Loyalist
15598.0,2011-11-04 13:14:00,34,16,235.68,3,2,2,322,Others
15599.0,2011-11-13 11:44:00,26,52,761.74,4,3,3,433,Potential Loyalist
15601.0,2011-11-28 15:15:00,10,414,6745.36,5,5,5,555,Champion
15602.0,2011-12-01 14:14:00,7,54,1083.63,5,3,4,534,Potential Loyalist
15603.0,2011-09-22 10:04:00,78,2,48.480000000000004,2,1,1,211,Others
15604.0,2011-10-18 14:47:00,51,17,216.39,3,2,1,321,Others
15605.0,2011-11-03 14:17:00,35,67,1198.23,3,4,4,344,Others
15606.0,2011-10-13 13:32:00,56,91,2422.64,3,4,5,345,Big Spenders
15607.0,2011-01-07 12:44:00,336,13,104.76,1,1,1,111,At Risk
15608.0,2011-11-11 13:20:00,27,60,1093.68,4,4,4,444,Others
15609.0,2011-06-10 09:55:00,182,18,270.03000000000003,1,2,2,122,At Risk
15610.0,2011-10-19 10:36:00,51,6,112.46000000000001,3,1,1,311,Others
15611.0,2011-11-30 12:36:00,9,45,1568.39,5,3,4,534,Potential Loyalist
15612.0,2011-11-03 14:52:00,35,6,195.15,3,1,1,311,Others
15615.0,2011-11-29 14:42:00,9,429,10360.04,5,5,5,555,Champion
15618.0,2011-11-07 08:34:00,32,49,747.031,3,3,3,333,Others
15619.0,2011-11-29 08:14:00,10,3,336.40000000000003,5,1,2,512,Others
15620.0,2011-10-20 19:17:00,49,104,1524.4,3,4,4,344,Others
15621.0,2011-12-05 14:01:00,3,18,1158.77,5,2,4,524,Potential Loyalist
15622.0,2011-12-06 14:57:00,2,214,3224.53,5,5,5,555,Champion
15623.0,2011-07-21 17:26:00,140,19,301.03,2,2,2,222,Others
15624.0,2011-08-15 11:38:00,116,34,588.13,2,3,3,233,Others
15625.0,2011-08-31 16:13:00,99,68,1504.56,2,4,4,244,Others
15626.0,2011-09-26 10:03:00,74,49,675.8,2,3,3,233,Others
15628.0,2011-12-05 10:24:00,4,157,2865.64,5,5,5,555,Champion
15630.0,2011-10-25 15:36:00,44,61,1180.4,3,4,4,344,Others
15632.0,2011-11-24 09:51:00,15,177,3147.31,4,5,5,455,Loyal
15634.0,2011-11-22 16:28:00,16,15,243.55,4,2,2,422,Potential Loyalist
15636.0,2011-09-11 11:17:00,89,25,724.76,2,2,3,223,Others
15637.0,2011-10-18 08:28:00,52,15,223.36,3,2,1,321,Others
15638.0,2011-02-11 15:12:00,300,2,-94.0,1,1,1,111,At Risk
15639.0,2011-07-28 14:30:00,133,25,425.32,2,2,2,222,Others
15640.0,2011-12-05 14:35:00,3,495,12433.34,5,5,5,555,Champion
15641.0,2011-08-26 14:04:00,104,119,1887.2,2,4,4,244,Others
15643.0,2011-06-13 17:19:00,178,36,647.4,1,3,3,133,At Risk
15644.0,2011-06-26 14:54:00,165,238,813.0,2,5,3,253,Loyal
15645.0,2011-11-21 11:55:00,18,52,612.01,4,3,3,433,Potential Loyalist
15646.0,2011-07-05 09:53:00,157,36,425.14000000000004,2,3,2,232,Others
15648.0,2011-05-19 15:53:00,203,28,599.9,1,2,3,123,At Risk
15649.0,2011-01-07 13:34:00,335,2,816.0,1,1,3,113,At Risk
15651.0,2011-11-03 08:41:00,36,32,646.3,3,3,3,333,Others
15652.0,2011-09-09 14:22:00,90,21,337.74,2,2,2,222,Others
15653.0,2011-09-08 10:49:00,92,6,877.4399999999999,2,1,3,213,Others
15654.0,2011-11-30 13:08:00,8,21,922.53,5,2,4,524,Potential Loyalist
15655.0,2011-04-20 16:28:00,232,37,511.32,1,3,3,133,At Risk
15656.0,2011-10-25 14:56:00,44,47,748.5,3,3,3,333,Others
15657.0,2011-11-17 12:19:00,22,1,30.0,4,1,1,411,Others
15658.0,2011-06-02 15:22:00,189,56,958.9,1,3,4,134,At Risk
15659.0,2011-10-27 09:23:00,43,11,306.45,3,1,2,312,Others
15660.0,2011-11-14 16:58:00,24,94,1552.01,4,4,4,444,Others
15661.0,2011-01-26 13:56:00,316,5,309.8,1,1,2,112,At Risk
15663.0,2011-08-25 15:50:00,105,9,138.14,2,1,1,211,Others
15664.0,2011-10-20 10:57:00,50,19,358.63,3,2,2,322,Others
15665.0,2011-06-24 14:57:00,167,116,2242.01,2,4,5,245,Big Spenders
15667.0,2011-10-31 10:56:00,39,13,301.32,3,1,2,312,Others
15668.0,2011-05-06 10:39:00,217,1,76.32000000000001,1,1,1,111,At Risk
15669.0,2011-10-30 16:03:00,39,35,677.69,3,3,3,333,Others
15670.0,2011-02-16 10:50:00,296,12,173.05,1,1,1,111,At Risk
